ParcelNumber,Date,Price,ConveyanceTax
3670031280000,2024-07-10T10:00:00Z,760000,1900.00
3660100010000,2024-07-16T10:00:00Z,2400000,14400.00
3660090410000,2024-08-26T10:00:00Z,1545000,6180.00
3660090150000,2024-12-02T10:00:00Z,1000000,3000.00
3660080340000,2024-12-26T10:00:00Z,200000,200.00
3660080110000,2024-10-31T10:00:00Z,848250,2120.60
3660060060000,2024-08-15T10:00:00Z,1560000,4680.00
3660050400000,2024-08-08T10:00:00Z,3000000,18000.00
3660050350000,2024-07-01T10:00:00Z,3775000,22650.00
3660050170000,2024-08-08T10:00:00Z,2700000,16200.00
3650130360000,2024-11-20T10:00:00Z,1942800,5828.40
3650130260000,2024-07-02T10:00:00Z,1695000,5085.00
3650100580000,2024-07-10T10:00:00Z,1360000,4080.00
3650100070000,2024-07-10T10:00:00Z,1440000,4320.00
3650090990000,2024-10-31T10:00:00Z,2150000,10750.00
3650090630000,2024-11-15T10:00:00Z,1520000,6080.00
3650070660000,2024-11-27T10:00:00Z,865000,1730.00
3650030430000,2024-11-08T10:00:00Z,1700000,6800.00
3650030280000,2024-07-01T10:00:00Z,1200000,4800.00
3650021890002,2024-11-13T10:00:00Z,777000,1554.00
3650021820009,2024-08-19T10:00:00Z,245000,367.50
3650021800008,2024-12-12T10:00:00Z,226000,226.00
3640340010000,2024-12-13T10:00:00Z,3250000,16280.00
3640310260000,2024-09-04T10:00:00Z,300000,300.00
3640310220000,2024-09-04T10:00:00Z,300000,300.00
3640270470000,2024-11-27T10:00:00Z,895000,1790.00
3640260550000,2024-10-29T10:00:00Z,879000,1758.00
3640260280000,2024-11-27T10:00:00Z,950000,1900.00
3640260270000,2024-10-14T10:00:00Z,709000,1418.00
3640240370000,2024-07-18T10:00:00Z,549150,549.15
3640230600000,2024-11-20T10:00:00Z,1245000,3735.00
3640230430000,2024-10-25T10:00:00Z,825000,1650.00
3640210500000,2024-07-31T10:00:00Z,900000,1800.00
3640210200000,2024-12-23T10:00:00Z,350000,350.00
3640200470002,2024-11-27T10:00:00Z,560000,840.00
3640190200000,2024-11-19T10:00:00Z,605000,1210.00
3640180500002,2024-07-31T10:00:00Z,1100000,3300.00
3640180490001,2024-08-22T10:00:00Z,1455000,4365.00
3640180440002,2024-12-13T10:00:00Z,525000,525.00
3640170210000,2024-12-12T10:00:00Z,1800000,5400.00
3640170130000,2024-12-13T10:00:00Z,540000,540.00
3640170100002,2024-07-22T10:00:00Z,570000,570.00
3640150980000,2024-08-08T10:00:00Z,1650000,4950.00
3640150540000,2024-11-07T10:00:00Z,1925000,7700.00
3640150380000,2024-12-06T10:00:00Z,1800000,5400.00
3640150080000,2024-12-31T10:00:00Z,950000,1900.00
3640140740000,2024-10-02T10:00:00Z,375000,562.50
3640140680000,2024-12-18T10:00:00Z,675000,1350.00
3640130730000,2024-07-31T10:00:00Z,860000,2150.00
3640130410000,2024-08-29T10:00:00Z,720000,1800.00
3640120410000,2024-12-23T10:00:00Z,562500,562.50
3640100730000,2024-07-26T10:00:00Z,310000,310.00
3640100470000,2024-08-08T10:00:00Z,325000,487.50
3640100470000,2024-08-08T10:00:00Z,399000,598.50
3640060860000,2024-08-02T10:00:00Z,950000,1900.00
3640060620001,2024-11-12T10:00:00Z,535000,802.50
3640060230015,2024-08-28T10:00:00Z,370000,555.00
3640060230007,2024-08-21T10:00:00Z,250000,375.00
3640030070000,2024-08-19T10:00:00Z,1990000,7960.00
3640011420000,2024-10-03T10:00:00Z,2400000,14400.00
3620220060000,2024-10-02T10:00:00Z,5500000,38500.00
3620210230000,2024-08-28T10:00:00Z,1225074,3675.20
3620210220000,2024-08-28T10:00:00Z,1156825,3470.50
3620210210000,2024-08-28T10:00:00Z,1020326,3061.00
3620210200000,2024-08-28T10:00:00Z,1020326,3061.00
3620210170000,2024-08-28T10:00:00Z,1020326,3061.00
3620210140000,2024-08-28T10:00:00Z,1156826,3470.50
3620210140000,2024-12-13T10:00:00Z,3000000,15000.00
3620210120000,2024-08-28T10:00:00Z,1293323,3880.00
3620210110000,2024-08-28T10:00:00Z,1293323,3880.00
3620210100000,2024-08-28T10:00:00Z,1020326,3061.00
3620210080000,2024-12-16T10:00:00Z,1900000,5700.00
3620210070000,2024-08-28T10:00:00Z,1293325,3880.00
3620210030010,2024-08-08T10:00:00Z,4400000,30800.00
3620210030009,2024-12-16T10:00:00Z,4660000,39610.00
3620210030005,2024-12-27T10:00:00Z,4500000,38250.00
3620210030003,2024-11-22T10:00:00Z,4800000,33600.00
3620210030002,2024-11-08T10:00:00Z,4500000,31500.00
3620210030001,2024-10-24T10:00:00Z,4800000,33600.00
3620190290009,2024-10-24T10:00:00Z,5750000,48875.00
3620190260000,2024-10-29T10:00:00Z,2075000,12.45000
3620190110000,2024-11-08T10:00:00Z,4300000,30100.00
3620170090025,2024-10-24T10:00:00Z,1725000,6900.00
3620060570000,2024-09-13T10:00:00Z,1250000,3750.00
3620030490000,2024-10-25T10:00:00Z,660000,1320.00
3620030310000,2024-08-13T10:00:00Z,315300,472.95
3620030300000,2024-08-13T10:00:00Z,326000,489.00
3620020210011,2024-09-17T10:00:00Z,7100000,78100.00
3620020210005,2024-10-28T10:00:00Z,3583000,21488.00
3620020210002,2024-07-12T10:00:00Z,6700000,73700.00
3610030080000,2024-12-13T10:00:00Z,488900,488.90
3610030080000,2024-12-13T10:00:00Z,488900,488.90
3610030040000,2024-12-13T10:00:00Z,488900,488.90
3610030040000,2024-12-13T10:00:00Z,488900,488.90
3590160460000,2024-12-16T10:00:00Z,315000,315.00
3590140400000,2024-07-11T10:00:00Z,390000,390.00
3590130370000,2024-11-22T10:00:00Z,1599000,4797.00
3590130160000,2024-10-28T10:00:00Z,370000,370.00
3590120590000,2024-10-17T10:00:00Z,3650000,21900.00
3590110150000,2024-11-08T10:00:00Z,385000,385.00
3590110140000,2024-08-23T10:00:00Z,315000,315.00
3590090450000,2024-10-08T10:00:00Z,460000,460.00
3590090350000,2024-07-24T10:00:00Z,550000,550.00
3590090320000,2024-07-16T10:00:00Z,450000,450.00
3590090240000,2024-11-13T10:00:00Z,518000,518.00
3590090070000,2024-12-11T10:00:00Z,3850000,23100.00
3590090060000,2024-12-11T10:00:00Z,3850000,23100.00
3590090050000,2024-12-11T10:00:00Z,3850000,23100.00
3590060050000,2024-11-01T10:00:00Z,1510000,6440.00
3590050770000,2024-12-23T10:00:00Z,2150000,12900.00
3590050540000,2024-12-31T10:00:00Z,299000,299.00
3590050470000,2024-07-30T10:00:00Z,2100000,12600.00
3590050450000,2024-11-12T10:00:00Z,1698700,6794.80
3590050430000,2024-12-02T10:00:00Z,2095000,10475.00
3590050300000,2024-07-05T10:00:00Z,400000,400.00
3560030330000,2024-09-10T10:00:00Z,500000,500.00
3560010830000,2024-08-05T10:00:00Z,631200,1578.00
3560010760000,2024-10-21T10:00:00Z,5000000,35000.00
3560010210000,2024-10-21T10:00:00Z,5000000,35000.00
3560010200000,2024-10-21T10:00:00Z,4000000,28000.00
3550180520000,2024-07-12T10:00:00Z,1450000,5800.00
3550150410003,2024-07-26T10:00:00Z,525000,787.50
3550120180000,2024-12-12T10:00:00Z,1200000,3600.00
3550090510000,2024-10-11T10:00:00Z,320000,320.00
3550090400000,2024-07-02T10:00:00Z,775000,1550.00
3550080520000,2024-10-11T10:00:00Z,1870000,5610.00
3550021250000,2024-12-31T10:00:00Z,2250000,13500.00
3550020970001,2024-12-06T10:00:00Z,340000,340.00
3550020100002,2024-11-06T10:00:00Z,835000,1670.00
3550011030000,2024-08-02T10:00:00Z,1270000,3810.00
3550010550000,2024-08-02T10:00:00Z,1575000,4725.00
3540111060002,2024-07-29T10:00:00Z,600000,900.00
3540111060001,2024-07-29T10:00:00Z,600000,900.00
3540110900000,2024-10-11T10:00:00Z,525000,525.00
3540060730000,2024-10-04T10:00:00Z,350000,350.00
3540060240000,2024-11-04T10:00:00Z,647500,1295.00
3540050310000,2024-07-03T10:00:00Z,850000,2125.00
3540020150000,2024-11-20T10:00:00Z,445000,445.00
3530110940000,2024-08-05T10:00:00Z,825000,ERROR
3530110550000,2024-07-15T10:00:00Z,585000,585.00
3530110100001,2024-08-07T10:00:00Z,540000,540.00
3530100270000,2024-07-19T10:00:00Z,250000,375.00
3530090040002,2024-08-30T10:00:00Z,330000,330.00
3520120050000,2024-08-19T10:00:00Z,925000,1850.00
3520100030000,2024-10-03T10:00:00Z,778000,1556.00
3480080150000,2024-11-15T10:00:00Z,640000,1280.00
3460100170000,2024-12-31T10:00:00Z,970000,2425.00
3460090060000,2024-08-21T10:00:00Z,350000,350.00
3450240100000,2024-09-13T10:00:00Z,1750000,5250.00
3450240090000,2024-12-31T10:00:00Z,880000,1760.00
3450230570000,2024-07-16T10:00:00Z,315000,315.00
3450220140000,2024-12-31T10:00:00Z,625000,1250.00
3450210560000,2024-11-27T10:00:00Z,650000,1625.00
3450200540000,2024-10-31T10:00:00Z,585000,585.00
3450190110000,2024-12-02T10:00:00Z,660000,1320.00
3450110170000,2024-07-12T10:00:00Z,425000,425.00
3450101360000,2024-09-13T10:00:00Z,1250000,ERROR
3450101310000,2024-09-13T10:00:00Z,3550000,17750.00
3450100820000,2024-11-22T10:00:00Z,1031000,3093.00
3450100310000,2024-09-13T10:00:00Z,2200000,11000.00
3450060280000,2024-12-13T10:00:00Z,340000,510.00
3450060130000,2024-07-17T10:00:00Z,1304000,5216.00
3450041430000,2024-09-25T10:00:00Z,555000,555.00
3450040950000,2024-08-12T10:00:00Z,479000,479.00
3450040660000,2024-10-30T10:00:00Z,590000,580.00
3450040200000,2024-09-06T10:00:00Z,675000,1350.00
3450031160000,2024-12-06T10:00:00Z,825000,1650.00
3450020680000,2024-09-23T10:00:00Z,475000,712.50
3450020470000,2024-07-29T10:00:00Z,1110000,3330.00
3440170570000,2024-08-21T10:00:00Z,700000,1400.00
3440110970000,2024-09-16T10:00:00Z,930000,2325.00
3440081530000,2024-12-24T10:00:00Z,476000,476.00
3440080190000,2024-07-26T10:00:00Z,640000,1280.00
3440040100000,2024-08-05T10:00:00Z,680000,1700.00
3440040080000,2024-08-05T10:00:00Z,680000,1700.00
3430190140000,2024-11-01T10:00:00Z,400000,600.
3430180210000,2024-09-20T10:00:00Z,415000,622.50
3430150200000,2024-12-06T10:00:00Z,200000,200.00
3430120220000,2024-08-06T10:00:00Z,1227770,3683.30
3430120110000,2024-12-18T10:00:00Z,435000,435.00
3430090390000,2024-12-27T10:00:00Z,450000,675.00
3430090170000,2024-11-27T10:00:00Z,950000,1900.00
3420080500000,2024-12-19T10:00:00Z,2150000,1
3360100140000,2024-09-30T10:00:00Z,805000,2012.50
3360080150000,2024-11-22T10:00:00Z,325000,325.00
3360080060000,2024-08-30T10:00:00Z,570000,855.00
3360070270000,2024-08-15T10:00:00Z,764130,1528.30
3360070130000,2024-08-15T10:00:00Z,764130,1528.30
3360070120000,2024-10-04T10:00:00Z,250000,250.00
3360060330000,2024-12-06T10:00:00Z,340000,340.00
3360060220001,2024-08-13T10:00:00Z,1725000,5175.00
3360040440000,2024-08-22T10:00:00Z,625000,1250.00
3350060480000,2024-08-09T10:00:00Z,382000,382.00
3340030360000,2024-09-11T10:00:00Z,1600000,4800.00
3320040370000,2024-10-17T10:00:00Z,395000,395.00
3320040240000,2024-11-12T10:00:00Z,1300000,3900.00
3320021050000,2024-09-04T10:00:00Z,525000,525.00
3290040840000,2024-11-06T10:00:00Z,1682500,5047.50
3290040830000,2024-11-06T10:00:00Z,1682500,5047.50
3290040820000,2024-11-06T10:00:00Z,1682500,5047.50
3290040810000,2024-11-06T10:00:00Z,1682500,5047.50
3290040490000,2024-11-06T10:00:00Z,1682500,5047.50
3290040480000,2024-11-06T10:00:00Z,1682500,5047.50
3290040270000,2024-08-12T10:00:00Z,1442500,4327.50
3290040050000,2024-08-30T10:00:00Z,530000,530.00
3290030290000,2024-08-14T10:00:00Z,625000,1562.50
3290020630000,2024-07-03T10:00:00Z,1700000,5100.00
3290020120001,2024-09-06T10:00:00Z,890000,1780.00
3280220370000,2024-11-22T10:00:00Z,495000,495.00
3280170660000,2024-07-11T10:00:00Z,650000,1625.00
3280170050000,2024-12-06T10:00:00Z,559000,559.00
3280140540000,2024-12-05T10:00:00Z,230000,230.00
3280130260000,2024-08-15T10:00:00Z,545000,545.00
3280130250000,2024-09-30T10:00:00Z,558000,558.00
3280081270000,2024-10-15T10:00:00Z,1625000,4875.00
3280081240000,2024-09-05T10:00:00Z,900000,1800.00
3280081230000,2024-11-18T10:00:00Z,900000,ERROR
3280081220000,2024-12-16T10:00:00Z,877500,1755.00
3280081190000,2024-10-17T10:00:00Z,900000,1800.00
3280081180000,2024-08-15T10:00:00Z,900000,1800.00
3280080940000,2024-07-10T10:00:00Z,1100000,3300.00
3280080770000,2024-12-06T10:00:00Z,1580000,4740.00
3280070820000,2024-10-18T10:00:00Z,1935000,7740.00
3280050350000,2024-08-01T10:00:00Z,230000,230.00
3270400260000,2024-07-29T10:00:00Z,1500000,4500.00
3270360060000,2024-07-19T10:00:00Z,1588290,4764.90
3270290240000,2024-12-12T10:00:00Z,750000,1500.00
3270290220000,2024-12-12T10:00:00Z,750000,1500.00
3270290210000,2024-12-12T10:00:00Z,750000,1500.00
3270290200000,2024-12-12T10:00:00Z,750000,1500.00
3270290190000,2024-12-12T10:00:00Z,750000,1500.00
3270290160000,2024-09-25T10:00:00Z,410000,410.00
3270270560000,2024-07-15T10:00:00Z,265000,397.50
3270270210000,2024-10-14T10:00:00Z,435000,435.00
3270200130000,2024-07-22T10:00:00Z,1525000,4575.00
3270160380000,2024-12-20T10:00:00Z,565000,565.00
3270140060000,2024-11-22T10:00:00Z,455000,682.50
3270140050000,2024-11-22T10:00:00Z,455000,682.50
3270110270000,2024-11-29T10:00:00Z,650000,1625.00
3270110210000,2024-11-29T10:00:00Z,850000,ERROR
3270100050000,2024-12-30T10:00:00Z,864600,1729.20
3270081310000,2024-08-14T10:00:00Z,525000,ERROR
3260260160000,2024-10-09T10:00:00Z,800000,2000.00
3260240250000,2024-08-30T10:00:00Z,460000,460.00
3260230200000,2024-11-22T10:00:00Z,280000,420.00
3260230050000,2024-10-17T10:00:00Z,450000,450.00
3260220190000,2024-11-22T10:00:00Z,250000,250.00
3260200400000,2024-07-12T10:00:00Z,900000,1800.00
3260140460000,2024-10-17T10:00:00Z,638000,1276.00
3260140110000,2024-08-21T10:00:00Z,615000,1230.00
3260120080000,2024-11-21T10:00:00Z,400000,400.00
3260120030000,2024-11-21T10:00:00Z,400000,400.00
3260110320000,2024-07-05T10:00:00Z,415000,415.00
3260110200000,2024-11-19T10:00:00Z,440000,440.00
3260090540000,2024-11-04T10:00:00Z,440000,440.00
3260040140000,2024-09-27T10:00:00Z,988800,1977.60
3260020080000,2024-07-18T10:00:00Z,3400000,20400.00
3260010150061,2024-08-02T10:00:00Z,375000,375.00
3260010150058,2024-07-22T10:00:00Z,299800,449.70
3260010150022,2024-10-02T10:00:00Z,299000,299.00
3260010060023,2024-12-17T10:00:00Z,200500,200.50
3250610420000,2024-11-14T10:00:00Z,950000,2375.00
3250580230000,2024-09-03T10:00:00Z,350000,350.00
3250550440000,2024-10-21T10:00:00Z,525000,525.00
3250510340000,2024-08-07T10:00:00Z,510000,510.00
3250480060000,2024-10-18T10:00:00Z,550000,550.00
3250440040000,2024-12-09T10:00:00Z,700000,1750.00
3250420920000,2024-12-24T10:00:00Z,500000,500.00
3250420520000,2024-10-10T10:00:00Z,389000,389.00
3250410960000,2024-07-16T10:00:00Z,564000,564.00
3250410880000,2024-11-06T10:00:00Z,475000,475.00
3250410730000,2024-08-09T10:00:00Z,228000,228.00
3250410700000,2024-11-27T10:00:00Z,735000,1470.00
3250400310000,2024-12-13T10:00:00Z,375000,375.00
3250380800000,2024-11-12T10:00:00Z,561000,561.00
3250380750000,2024-12-17T10:00:00Z,800000,1600.00
3250380740000,2024-09-11T10:00:00Z,579000,579.00
3250310570000,2024-09-24T10:00:00Z,459000,459.00
3250310530000,2024-09-05T10:00:00Z,420000,420.00
3250290200000,2024-11-08T10:00:00Z,665000,1330.00
3250270380000,2024-10-24T10:00:00Z,440000,660.00
3250220230000,2024-07-26T10:00:00Z,764000,1528.00
3250220090000,2024-11-25T10:00:00Z,550000,550.00
3250160460000,2024-08-09T10:00:00Z,585000,877.50
3250160050000,2024-12-13T10:00:00Z,451000,676
3250150240000,2024-07-30T10:00:00Z,400000,400.00
3250121600000,2024-09-13T10:00:00Z,868000,1736.00
3250121430000,2024-08-23T10:00:00Z,612500,768.80
3250120340000,2024-10-17T10:00:00Z,338000,338.00
3250110310000,2024-10-24T10:00:00Z,223000,334.50
3250061640000,2024-07-09T10:00:00Z,1400000,4200.00
3250020290000,2024-11-20T10:00:00Z,450000,450.00
3240840230000,2024-12-04T10:00:00Z,278000,278.00
3240821530000,2024-07-31T10:00:00Z,375000,375.00
3240821400000,2024-07-15T10:00:00Z,365000,365.00
3240821230000,2024-08-05T10:00:00Z,370000,370.00
3240821180000,2024-10-28T10:00:00Z,400000,600.00
3240821180000,2024-10-28T10:00:00Z,1070000,3210.00
3240820760000,2024-08-07T10:00:00Z,380000,570.00
3240820700000,2024-10-24T10:00:00Z,380000,380.00
3240820680000,2024-10-22T10:00:00Z,390000,380.00
3240820160000,2024-08-12T10:00:00Z,1149000,3447.00
3240800370000,2024-08-15T10:00:00Z,245000,245.00
3240780330000,2024-08-15T10:00:00Z,290000,280.00
3240780220000,2024-07-18T10:00:00Z,220000,220.00
3240770240000,2024-07-26T10:00:00Z,740000,1850.00
3240760270000,2024-11-07T10:00:00Z,855000,1710.00
3240750020000,2024-11-13T10:00:00Z,365000,365.00
3240740400000,2024-10-03T10:00:00Z,1175000,3525.00
3240680490000,2024-09-26T10:00:00Z,745000,1490.00
3240670920000,2024-10-24T10:00:00Z,225000,225.00
3240670270000,2024-09-06T10:00:00Z,695000,1737.50
3240660020048,2024-11-18T10:00:00Z,425000,637.50
3240660020046,2024-08-06T10:00:00Z,450000,450.00
3240660020019,2024-10-28T10:00:00Z,357000,357.00
3240620970000,2024-08-19T10:00:00Z,207374,207.40
3240620620000,2024-11-06T10:00:00Z,250000,250.00
3240610220000,2024-11-13T10:00:00Z,650000,1300.00
3240591120000,2024-10-08T10:00:00Z,277400,277.40
3240590130000,2024-10-24T10:00:00Z,420000,420.00
3240530860002,2024-12-30T10:00:00Z,395000,395.00
3240530510000,2024-09-03T10:00:00Z,728000,1456.00
3240510780000,2024-11-26T10:00:00Z,750000,1875.00
3240510370000,2024-10-30T10:00:00Z,450000,450.00
3240500370000,2024-07-03T10:00:00Z,500000,750.00
3240500020000,2024-09-10T10:00:00Z,420000,420.00
3240481040000,2024-07-31T10:00:00Z,265000,265.00
3240450310000,2024-10-07T10:00:00Z,700000,1750.00
3240450290000,2024-08-20T10:00:00Z,211450,211.50
3240441140000,2024-10-17T10:00:00Z,360000,360.00
3240441100000,2024-10-17T10:00:00Z,360000,360.00
3240420920000,2024-10-23T10:00:00Z,500000,500.00
3240401650000,2024-11-15T10:00:00Z,595000,595.00
3240401530000,2024-07-24T10:00:00Z,624000,1248.00
3240390540000,2024-09-12T10:00:00Z,885000,1770.00
3240390520000,2024-10-10T10:00:00Z,980000,1960.00
3240390480000,2024-12-31T10:00:00Z,997000,1994.00
3240390310000,2024-12-20T10:00:00Z,890000,1780.00
3240371240000,2024-07-31T10:00:00Z,780000,1560.00
3240370500000,2024-11-06T10:00:00Z,550000,550.00
3240350330000,2024-11-22T10:00:00Z,380000,380.00
3240330250000,2024-10-10T10:00:00Z,325000,325.00
3240320200000,2024-12-27T10:00:00Z,450000,450.00
3240300440000,2024-08-07T10:00:00Z,789000,1578.00
3240270120000,2024-10-11T10:00:00Z,220000,330.00
3240250870036,2024-10-15T10:00:00Z,210000,210.00
3240241490000,2024-10-22T10:00:00Z,634000,1585.00
3240240920000,2024-08-29T10:00:00Z,670000,1340.00
3240240800000,2024-11-14T10:00:00Z,550000,550.00
3240240510000,2024-09-30T10:00:00Z,630000,1260.00
3240240500000,2024-11-18T10:00:00Z,550000,550.00
3240221540000,2024-09-19T10:00:00Z,630000,1260.00
3240211490000,2024-09-19T10:00:00Z,380000,380.00
3240211150000,2024-11-08T10:00:00Z,565000,847.50
3240190730000,2024-12-13T10:00:00Z,348000,522.00
3240190210000,2024-07-23T10:00:00Z,835000,1670.00
3240151360000,2024-09-05T10:00:00Z,615000,1537.50
3240151250000,2024-07-09T10:00:00Z,500000,500.00
3240151020000,2024-08-21T10:00:00Z,590000,885.00
3240150690000,2024-11-22T10:00:00Z,785000,1570.00
3240141970000,2024-10-30T10:00:00Z,580000,580.00
3240141590000,2024-11-13T10:00:00Z,924000,1848.00
3240140990000,2024-09-20T10:00:00Z,505000,505.00
3240130560000,2024-08-20T10:00:00Z,720000,1440.00
3240111740000,2024-11-15T10:00:00Z,485000,727.50
3240110170000,2024-11-06T10:00:00Z,499000,499.00
3240100800000,2024-10-24T10:00:00Z,545000,545.00
3240071910000,2024-07-31T10:00:00Z,968000,1936.00
3240070820000,2024-07-25T10:00:00Z,380000,380.00
3240070790000,2024-09-20T10:00:00Z,970000,1940.00
3240070020000,2024-09-11T10:00:00Z,395000,395.00
3240061970000,2024-07-31T10:00:00Z,205000,205.00
3240060660000,2024-10-08T10:00:00Z,1070000,4280.00
3240060180000,2024-07-03T10:00:00Z,775000,1937.50
3240050060000,2024-07-02T10:00:00Z,300000,300.00
3230500420000,2024-12-05T10:00:00Z,805000,1610.00
3230420180000,2024-11-27T10:00:00Z,675000,1350.00
3230410160000,2024-11-04T10:00:00Z,515000,515.00
3230390200000,2024-07-19T10:00:00Z,535000,802.50
3230350200000,2024-07-12T10:00:00Z,285000,427.50
3230340660000,2024-07-12T10:00:00Z,370000,555.00
3230250190000,2024-09-05T10:00:00Z,365000,365.00
3230230030000,2024-07-25T10:00:00Z,380000,380.00
3230180280000,2024-07-05T10:00:00Z,450000,675.00
3230160660037,2024-12-04T10:00:00Z,215000,215.00
3230160480000,2024-07-12T10:00:00Z,505000,505.00
3230080350000,2024-12-12T10:00:00Z,1280000,5120.00
3230080160000,2024-10-29T10:00:00Z,600000,1200.00
3230060120000,2024-07-22T10:00:00Z,500000,500.00
3220530110000,2024-09-06T10:00:00Z,2250000,11250.00
3220530090024,2024-10-18T10:00:00Z,1000000,4000.00
3220530090021,2024-10-18T10:00:00Z,1000000,4000.00
3220530090010,2024-10-18T10:00:00Z,1000000,4000.00
3220530090009,2024-08-23T10:00:00Z,218000,327.00
3220530090008,2024-10-18T10:00:00Z,1000000,4000.00
3220530090007,2024-10-18T10:00:00Z,1000000,4000.00
3220510310000,2024-10-11T10:00:00Z,550000,550.00
3220430580000,2024-09-26T10:00:00Z,475000,475.00
3220430550000,2024-10-01T10:00:00Z,409000,613.50
3220400410000,2024-11-21T10:00:00Z,325000,325.00
3220400300000,2024-10-17T10:00:00Z,440000,440.00
3220380970000,2024-10-15T10:00:00Z,280000,280.00
3220380760000,2024-08-27T10:00:00Z,437520,437.50
3220380720000,2024-08-20T10:00:00Z,475000,475.00
3220371350000,2024-08-15T10:00:00Z,405000,405.00
3220370470000,2024-10-30T10:00:00Z,475000,ERROR
3220370280000,2024-11-08T10:00:00Z,600000,1500.00
3220370180000,2024-08-09T10:00:00Z,450000,450.00
3220361610000,2024-10-16T10:00:00Z,200000,200.00
3220360780000,2024-11-25T10:00:00Z,525000,525.00
3220350170000,2024-08-05T10:00:00Z,970000,1940.00
3220340100000,2024-09-16T10:00:00Z,601000,1502.50
3220300030090,2024-08-01T10:00:00Z,243000,364.50
3220300030049,2024-08-07T10:00:00Z,220000,330.00
3220280370000,2024-12-17T10:00:00Z,499000,499.00
3220270710000,2024-09-06T10:00:00Z,600000,1500.00
3220270460000,2024-10-21T10:00:00Z,530000,530.00
3220220120000,2024-12-12T10:00:00Z,450000,450.00
3220190560000,2024-11-25T10:00:00Z,235000,235.00
3220180160000,2024-09-30T10:00:00Z,385000,385.00
3220160160000,2024-09-30T10:00:00Z,1250000,3750.00
3220140100208,2024-09-05T10:00:00Z,379000,ERROR
3220140100183,2024-08-30T10:00:00Z,210000,315.00
3220140100093,2024-07-16T10:00:00Z,325000,487.50
3220140100092,2024-07-16T10:00:00Z,325000,487.50
3220140100091,2024-07-16T10:00:00Z,325000,487.50
3220140100084,2024-12-06T10:00:00Z,550000,550.00
3220140100083,2024-12-06T10:00:00Z,550000,550.00
3220140100082,2024-12-06T10:00:00Z,550000,550.00
3220140100081,2024-12-06T10:00:00Z,550000,550.00
3220140100080,2024-12-06T10:00:00Z,550000,550.00
3220140100079,2024-12-06T10:00:00Z,550000,550.00
3210190140018,2024-07-30T10:00:00Z,615000,1230.00
3210190140016,2024-10-18T10:00:00Z,435000,652.50
3210170240047,2024-11-01T10:00:00Z,708900,1417.80
3210170200038,2024-11-13T10:00:00Z,420000,630.00
3210170200014,2024-07-08T10:00:00Z,485000,727.50
3210110030000,2024-10-24T10:00:00Z,1130000,4520.00
3210080280000,2024-12-30T10:00:00Z,365400,365.40
3210060180092,2024-10-25T10:00:00Z,229000,229.00
3190180970000,2024-09-10T10:00:00Z,525000,525.00
3190180250000,2024-09-30T10:00:00Z,400000,400.00
3190080390000,2024-11-01T10:00:00Z,785000,1570.00
3190070240000,2024-11-14T10:00:00Z,914590,2286.50
3190060520000,2024-07-31T10:00:00Z,329000,329.00
3190060510000,2024-09-19T10:00:00Z,690785,1727.00
3190040760000,2024-11-22T10:00:00Z,519000,778.50
3190040750000,2024-11-22T10:00:00Z,519000,778.50
3190040290000,2024-08-19T10:00:00Z,420000,420.00
3190040230000,2024-12-05T10:00:00Z,365000,547.50
3180940090000,2024-10-18T10:00:00Z,259000,259.00
3180890040000,2024-10-17T10:00:00Z,545000,545.00
3180870160000,2024-09-23T10:00:00Z,325000,325.00
3180870080000,2024-08-28T10:00:00Z,415000,415.00
3180850740000,2024-08-05T10:00:00Z,330000,330.00
3180820770000,2024-08-07T10:00:00Z,225000,225.00
3180820590000,2024-07-02T10:00:00Z,325000,487.50
3180820410000,2024-11-29T10:00:00Z,360000,360.00
3180810740000,2024-11-29T10:00:00Z,350000,350.00
3180810430000,2024-11-15T10:00:00Z,295000,295.00
3180720700000,2024-11-01T10:00:00Z,399000,399.00
3180710710000,2024-11-20T10:00:00Z,380000,380.00
3180700850000,2024-08-02T10:00:00Z,405000,405.00
3180700600000,2024-10-02T10:00:00Z,300000,300.00
3180700170000,2024-07-03T10:00:00Z,397000,397.00
3180700140000,2024-11-01T10:00:00Z,248000,372.00
3180690720000,2024-11-25T10:00:00Z,338500,338.50
3180640200000,2024-08-30T10:00:00Z,255000,382.50
3180620620000,2024-10-04T10:00:00Z,250000,250.00
3180600190000,2024-07-09T10:00:00Z,315000,315.00
3180590300000,2024-08-26T10:00:00Z,271000,271.00
3180560530000,2024-07-24T10:00:00Z,260000,260.00
3180550390000,2024-09-06T10:00:00Z,310000,310.00
3180550390000,2024-12-30T10:00:00Z,325000,325.00
3180350430000,2024-09-13T10:00:00Z,349999,525.00
3180100700000,2024-09-30T10:00:00Z,400000,600.00
3180070620000,2024-12-18T10:00:00Z,224999,225.00
3180050960000,2024-10-18T10:00:00Z,735000,1470.00
3180050840000,2024-11-25T10:00:00Z,830000,1660.00
3180041080000,2024-11-08T10:00:00Z,500000,500.00
3170320160000,2024-10-25T10:00:00Z,575000,862.50
3170320100000,2024-07-24T10:00:00Z,215000,322.50
3170310220000,2024-10-01T10:00:00Z,255000,255.00
3170271430000,2024-12-24T10:00:00Z,600000,1500.00
3170260210000,2024-10-31T10:00:00Z,380000,380.00
3170230160000,2024-12-18T10:00:00Z,350000,350.00
3170230010000,2024-11-15T10:00:00Z,1000000,3000.00
